  2.000E+02 2.868E+02 1.231E+00 1.061E-04 0.000E+00 1.156E-04 2.217E-04 1.231E+00 1.333E+02 -0.0001 1.231E+00
  2.270E+02 3.154E+02 1.229E+00 1.611E-04 0.000E+00 1.345E-04 2.956E-04 1.231E+00 1.333E+02 -0.0001 1.231E+00
  2.500E+02 3.396E+02 1.230E+00 1.611E-04 0.000E+00 1.345E-04 2.956E-04 1.231E+00 1.739E+02 -0.0013 1.230E+00
  3.000E+02 3.917E+02 1.237E+00 2.211E-04 0.000E+00 1.534E-04 3.744E-04 1.238E+00 2.145E+02 -0.0032 1.237E+00
  3.500E+02 4.432E+02 1.248E+00 2.853E-04 0.000E+00 1.723E-04 4.576E-04 1.248E+00 2.547E+02 -0.0055 1.247E+00
  4.000E+02 4.945E+02 1.260E+00 3.534E-04 0.000E+00 1.912E-04 5.446E-04 1.260E+00 2.946E+02 -0.0080 1.256E+00
  4.500E+02 5.455E+02 1.272E+00 4.250E-04 0.000E+00 2.101E-04 6.350E-04 1.273E+00 3.340E+02 -0.0106 1.264E+00
  5.000E+02 5.964E+02 1.284E+00 4.996E-04 0.000E+00 2.290E-04 7.286E-04 1.285E+00 3.732E+02 -0.0133 1.271E+00
  5.500E+02 6.471E+02 1.296E+00 5.772E-04 0.000E+00 2.479E-04 8.251E-04 1.297E+00 4.119E+02 -0.0160 1.278E+00
  6.000E+02 6.977E+02 1.307E+00 6.575E-04 0.000E+00 2.668E-04 9.243E-04 1.308E+00 4.503E+02 -0.0187 1.284E+00
  7.000E+02 7.987E+02 1.329E+00 8.253E-04 0.000E+00 3.046E-04 1.130E-03 1.330E+00 5.261E+02 -0.0241 1.295E+00
  8.000E+02 8.995E+02 1.349E+00 1.002E-03 0.000E+00 3.424E-04 1.344E-03 1.350E+00 6.007E+02 -0.0293 1.304E+00
  9.000E+02 1.000E+03 1.367E+00 1.186E-03 0.000E+00 3.802E-04 1.566E-03 1.368E+00 6.742E+02 -0.0344 1.311E+00
  1.000E+03 1.101E+03 1.383E+00 1.377E-03 0.000E+00 4.180E-04 1.795E-03 1.385E+00 7.469E+02 -0.0392 1.318E+00
  1.200E+03 1.301E+03 1.412E+00 1.778E-03 0.000E+00 4.937E-04 2.272E-03 1.414E+00 8.897E+02 -0.0485 1.329E+00
  1.400E+03 1.502E+03 1.437E+00 2.200E-03 3.150E-06 5.693E-04 2.773E-03 1.440E+00 1.030E+03 -0.0571 1.338E+00
  1.700E+03 1.803E+03 1.468E+00 2.868E-03 4.625E-04 6.827E-04 4.013E-03 1.472E+00 1.236E+03 -0.0690 1.349E+00
  2.000E+03 2.103E+03 1.494E+00 3.570E-03 9.918E-04 7.991E-04 5.361E-03 1.500E+00 1.438E+03 -0.0797 1.358E+00
  2.500E+03 2.604E+03 1.530E+00 4.806E-03 2.003E-03 1.004E-03 7.813E-03 1.538E+00 1.767E+03 -0.0958 1.369E+00
  3.000E+03 3.104E+03 1.558E+00 6.109E-03 3.150E-03 1.212E-03 1.047E-02 1.569E+00 2.089E+03 -0.1098 1.377E+00
  3.500E+03 3.604E+03 1.582E+00 7.469E-03 4.410E-03 1.421E-03 1.330E-02 1.595E+00 2.405E+03 -0.1224 1.383E+00
  4.000E+03 4.104E+03 1.602E+00 8.877E-03 5.767E-03 1.633E-03 1.628E-02 1.618E+00 2.716E+03 -0.1338 1.388E+00
  4.500E+03 4.604E+03 1.619E+00 1.033E-02 7.209E-03 1.846E-03 1.938E-02 1.639E+00 3.023E+03 -0.1442 1.392E+00
  5.000E+03 5.105E+03 1.634E+00 1.182E-02 8.732E-03 2.057E-03 2.261E-02 1.657E+00 3.326E+03 -0.1538 1.396E+00
  5.500E+03 5.605E+03 1.648E+00 1.337E-02 1.034E-02 2.252E-03 2.597E-02 1.674E+00 3.626E+03 -0.1627 1.398E+00
  6.000E+03 6.105E+03 1.660E+00 1.496E-02 1.201E-02 2.447E-03 2.942E-02 1.690E+00 3.924E+03 -0.1710 1.401E+00
  7.000E+03 7.105E+03 1.681E+00 1.822E-02 1.553E-02 2.834E-03 3.659E-02 1.718E+00 4.510E+03 -0.1861 1.405E+00
  8.000E+03 8.105E+03 1.699E+00 2.159E-02 1.925E-02 3.220E-03 4.406E-02 1.743E+00 5.088E+03 -0.1995 1.408E+00
  9.000E+03 9.105E+03 1.714E+00 2.506E-02 2.314E-02 3.605E-03 5.181E-02 1.766E+00 5.658E+03 -0.2117 1.411E+00
  1.000E+04 1.011E+04 1.728E+00 2.860E-02 2.719E-02 3.986E-03 5.978E-02 1.788E+00 6.221E+03 -0.2227 1.413E+00
  1.200E+04 1.211E+04 1.750E+00 3.596E-02 3.551E-02 4.723E-03 7.619E-02 1.827E+00 7.328E+03 -0.2424 1.416E+00
  1.400E+04 1.411E+04 1.769E+00 4.357E-02 4.427E-02 5.452E-03 9.329E-02 1.862E+00 8.412E+03 -0.2594 1.419E+00
  1.700E+04 1.711E+04 1.791E+00 5.539E-02 5.812E-02 6.533E-03 1.200E-01 1.911E+00 1.000E+04 -0.2813 1.421E+00
  2.000E+04 2.011E+04 1.809E+00 6.761E-02 7.270E-02 7.602E-03 1.479E-01 1.957E+00 1.155E+04 -0.3001 1.423E+00
  2.500E+04 2.511E+04 1.833E+00 8.870E-02 9.939E-02 9.405E-03 1.975E-01 2.031E+00 1.406E+04 -0.3263 1.425E+00
  3.000E+04 3.011E+04 1.852E+00 1.106E-01 1.276E-01 1.119E-02 2.494E-01 2.101E+00 1.648E+04 -0.3482 1.426E+00
  3.500E+04 3.511E+04 1.867E+00 1.331E-01 1.571E-01 1.297E-02 3.032E-01 2.170E+00 1.882E+04 -0.3669 1.427E+00
  4.000E+04 4.011E+04 1.880E+00 1.561E-01 1.878E-01 1.473E-02 3.586E-01 2.239E+00 2.109E+04 -0.3833 1.427E+00
  4.500E+04 4.511E+04 1.891E+00 1.796E-01 2.194E-01 1.648E-02 4.155E-01 2.307E+00 2.329E+04 -0.3979 1.428E+00
  5.000E+04 5.011E+04 1.901E+00 2.036E-01 2.518E-01 1.823E-02 4.736E-01 2.375E+00 2.543E+04 -0.4110 1.428E+00
  5.500E+04 5.511E+04 1.910E+00 2.277E-01 2.840E-01 1.999E-02 5.316E-01 2.442E+00 2.750E+04 -0.4229 1.428E+00
  6.000E+04 6.011E+04 1.918E+00 2.521E-01 3.168E-01 2.174E-02 5.906E-01 2.509E+00 2.952E+04 -0.4338 1.428E+00
  7.000E+04 7.011E+04 1.932E+00 3.018E-01 3.841E-01 2.524E-02 7.111E-01 2.643E+00 3.341E+04 -0.4532 1.429E+00
  8.000E+04 8.011E+04 1.944E+00 3.526E-01 4.533E-01 2.872E-02 8.346E-01 2.778E+00 3.710E+04 -0.4700 1.429E+00
  9.000E+04 9.011E+04 1.954E+00 4.042E-01 5.242E-01 3.219E-02 9.606E-01 2.915E+00 4.061E+04 -0.4849 1.429E+00
  1.000E+05 1.001E+05 1.963E+00 4.567E-01 5.966E-01 3.564E-02 1.089E+00 3.052E+00 4.396E+04 -0.4983 1.429E+00
  1.200E+05 1.201E+05 1.979E+00 5.624E-01 7.420E-01 4.265E-02 1.347E+00 3.326E+00 5.024E+04 -0.5214 1.429E+00
  1.400E+05 1.401E+05 1.992E+00 6.702E-01 8.914E-01 4.963E-02 1.611E+00 3.603E+00 5.602E+04 -0.5409 1.429E+00
  1.694E+05 1.695E+05 2.008E+00 8.323E-01 1.117E+00 5.988E-02 2.010E+00 4.018E+00 5.602E+04 -0.5409 1.429E+00        
  1.700E+05 1.701E+05 2.008E+00 8.355E-01 1.122E+00 6.008E-02 2.017E+00 4.026E+00 6.389E+04 -0.5655 1.429E+00
  2.000E+05 2.001E+05 2.022E+00 1.004E+00 1.359E+00 7.050E-02 2.433E+00 4.456E+00 7.097E+04 -0.5861 1.429E+00
  2.500E+05 2.501E+05 2.041E+00 1.286E+00 1.745E+00 8.812E-02 3.119E+00 5.160E+00 8.139E+04 -0.6144 1.429E+00
  3.000E+05 3.001E+05 2.057E+00 1.574E+00 2.139E+00 1.057E-01 3.819E+00 5.876E+00 9.047E+04 -0.6375 1.429E+00
  3.500E+05 3.501E+05 2.070E+00 1.867E+00 2.540E+00 1.234E-01 4.531E+00 6.600E+00 9.849E+04 -0.6571 1.429E+00
  4.000E+05 4.001E+05 2.081E+00 2.163E+00 2.948E+00 1.410E-01 5.252E+00 7.333E+00 1.057E+05 -0.6740 1.429E+00
  4.500E+05 4.501E+05 2.091E+00 2.463E+00 3.360E+00 1.586E-01 5.982E+00 8.073E+00 1.122E+05 -0.6890 1.429E+00
  5.000E+05 5.001E+05 2.100E+00 2.766E+00 3.777E+00 1.762E-01 6.720E+00 8.820E+00 1.181E+05 -0.7023 1.429E+00
